model	length
AT2G04420.1	222
AT2G42510.2	654
AT2G42510.1	533
AT2G42510.3	444
AT2G45460.3	917
AT2G45460.1	916
AT2G45460.2	903
AT2G17770.2	196
AT2G17770.1	157
AT2G30310.1	360
AT2G10931.1	67
AT2G04810.1	398
AT2G16050.1	244
AT2G40720.1	861
AT2G03931.1	76
AT2G27420.1	349
AT2G39010.1	290
AT2G01360.1	159
AT2G17310.1	371
AT2G34740.1	340
AT2G34740.2	326
AT2G01140.1	392
AT2G27380.1	762
AT2G19950.2	711
AT2G19950.1	708
AT2G46230.1	197
AT2G46230.2	182
AT2G43360.1	379
AT2G23700.1	708
AT2G40910.1	450
AT2G40910.2	443
AT2G04115.1	152
AT2G29679.1	41
AT2G44520.1	432
AT2G42650.1	373
AT2G01620.1	293
AT2G33000.1	509
AT2G27535.1	82
AT2G46070.1	373
AT2G46070.2	325
AT2G15930.1	59
AT2G21630.1	762
AT2G21890.1	376
AT2G24030.1	456
AT2G24030.2	375
AT2G46810.1	372
AT2G34870.1	117
AT2G05360.1	359
AT2G36680.1	219
AT2G36680.3	169
AT2G36680.4	169
AT2G36680.2	140
AT2G16740.1	149
AT2G14850.1	292
AT2G03580.1	145
AT2G14560.1	208
AT2G14560.2	180
AT2G30010.1	399
AT2G18340.1	457
AT2G18340.2	418
AT2G37585.1	385
AT2G12875.1	326
AT2G27520.1	348
AT2G22400.1	809
AT2G37370.1	670
AT2G25560.1	657
AT2G44810.1	358
AT2G14460.1	42
AT2G47970.1	414
AT2G47970.2	355
AT2G32470.1	289
AT2G06908.1	138
AT2G40580.1	312
AT2G31810.1	492
AT2G31810.3	470
AT2G31810.2	422
AT2G17960.1	122
AT2G15580.1	197
AT2G15580.2	131
AT2G02010.1	494
AT2G39460.1	155
AT2G39460.2	155
AT2G22590.1	471
AT2G28370.1	180
AT2G24400.1	179
AT2G29400.1	319
AT2G29070.2	313
AT2G29070.1	281
AT2G45350.1	614
AT2G23520.1	896
AT2G10340.1	86
AT2G24540.1	373
AT2G37410.1	244
AT2G37410.2	244
AT2G48080.1	439
AT2G13430.1	181
AT2G40765.1	58
AT2G27285.1	324
AT2G43100.1	257
AT2G38120.1	486
AT2G03750.1	352
AT2G01320.3	729
AT2G01320.2	728
AT2G01320.1	726
AT2G01320.4	726
AT2G36480.3	887
AT2G36480.2	845
AT2G36480.1	831
AT2G24690.1	778
AT2G37610.1	162
AT2G34060.1	347
AT2G42350.1	218
AT2G41930.1	352
AT2G28710.1	157
AT2G41400.1	151
AT2G36840.1	411
AT2G41550.1	476
AT2G04840.1	390
AT2G46140.1	167
AT2G24740.1	756
AT2G17350.1	118
AT2G32410.1	524
AT2G32410.2	418
AT2G23096.1	275
AT2G25590.1	382
AT2G02990.1	231
AT2G10535.1	84
AT2G19130.1	829
AT2G22880.1	115
AT2G40420.1	441
AT2G43795.2	171
AT2G43795.1	153
AT2G32650.1	140
AT2G32650.2	140
AT2G34080.1	346
AT2G36900.1	226
AT2G36900.2	226
AT2G30370.1	231
AT2G30370.2	157
AT2G28470.1	853
AT2G28470.2	847
AT2G14110.1	191
AT2G33040.1	326
AT2G01690.2	745
AT2G01690.1	744
AT2G13510.1	285
AT2G25950.1	205
AT2G43150.1	213
AT2G31550.1	220
AT2G33260.1	437
AT2G25910.2	343
AT2G25910.1	342
AT2G32860.2	615
AT2G32860.1	614
AT2G46662.1	47
AT2G40070.1	608
AT2G40070.2	568
AT2G07674.1	252
AT2G32720.1	135
AT2G37170.1	286
AT2G39950.1	637
AT2G39950.2	556
AT2G39340.1	1007
AT2G29570.1	265
AT2G40380.1	214
AT2G46710.1	456
AT2G46290.1	356
AT2G46110.1	348
AT2G22360.1	443
AT2G46660.1	531
AT2G07713.1	123
AT2G39720.1	402
AT2G01280.1	549
AT2G14670.1	493
AT2G41170.1	372
AT2G06040.1	763
AT2G05920.1	755
AT2G34200.1	223
AT2G18990.1	212
AT2G44195.1	156
AT2G22810.1	475
AT2G20660.1	102
AT2G46820.1	175
AT2G46820.2	175
AT2G26267.1	69
AT2G47844.1	49
AT2G25350.1	644
AT2G25830.1	332
AT2G43320.1	352
AT2G43320.2	352
AT2G20280.1	372
AT2G46360.1	98
AT2G23420.1	558
AT2G39435.1	465
AT2G39435.2	465
AT2G18410.1	375
AT2G18410.2	307
AT2G03240.1	824
AT2G17380.1	162
AT2G41640.1	501
AT2G41640.2	493
AT2G26430.1	417
AT2G26430.2	362
AT2G26430.3	362
AT2G26340.2	265
AT2G26340.1	254
AT2G29050.1	390
AT2G29050.2	347
AT2G19630.1	298
AT2G19630.2	219
AT2G40920.1	437
AT2G40920.2	378
AT2G39730.1	475
AT2G39730.2	447
AT2G39730.3	442
AT2G25150.1	462
AT2G04378.2	147
AT2G04378.1	144
AT2G26200.1	566
AT2G31210.1	429
AT2G19500.1	502
AT2G29940.1	1427
AT2G02020.1	546
AT2G02020.2	525
AT2G01220.2	389
AT2G01220.1	388
AT2G47880.1	103
AT2G07560.1	950
AT2G28140.1	212
AT2G38140.1	119
AT2G28120.1	578
AT2G37760.1	312
AT2G37760.2	312
AT2G37760.5	292
AT2G37760.3	291
AT2G37760.4	291
AT2G36030.1	71
AT2G47420.1	354
AT2G14692.1	44
AT2G18320.1	107
AT2G30105.1	368
AT2G21100.1	188
AT2G02080.1	517
AT2G02080.2	440
AT2G26080.1	1045
AT2G22440.1	257
AT2G39910.1	437
AT2G23410.1	304
AT2G39090.1	559
AT2G39090.2	515
AT2G45280.2	388
AT2G45280.1	364
AT2G35620.1	590
AT2G35620.2	590
AT2G23670.1	168
AT2G31432.1	163
AT2G21120.1	329
AT2G37020.2	311
AT2G37020.1	309
AT2G27080.1	261
AT2G27080.2	261
AT2G17190.1	539
AT2G15400.1	320
AT2G15400.2	236
AT2G04480.1	248
AT2G41240.1	243
AT2G41240.2	242
AT2G10920.1	66
AT2G40095.1	210
AT2G37690.1	643
AT2G29700.1	146
AT2G43330.1	510
AT2G02835.1	199
AT2G11623.1	111
AT2G11623.2	54
AT2G25605.1	201
AT2G01275.1	260
AT2G01275.2	260
AT2G31420.1	210
AT2G34260.1	354
AT2G34260.2	297
AT2G46220.1	242
AT2G43370.1	334
AT2G04230.1	449
AT2G37650.1	719
AT2G17705.1	128
AT2G31141.1	166
AT2G31141.2	129
AT2G25370.1	604
AT2G25370.2	547
AT2G18970.1	63
AT2G20208.1	85
AT2G21060.1	202
AT2G44610.1	209
AT2G18780.1	371
AT2G47850.1	469
AT2G47850.3	469
AT2G47850.2	443
AT2G31955.1	391
AT2G31955.2	391
AT2G31955.3	383
AT2G23470.1	521
AT2G46495.1	373
AT2G26770.1	497
AT2G26770.2	497
AT2G20900.1	510
AT2G20900.4	510
AT2G20900.2	492
AT2G20900.3	492
AT2G30380.1	520
AT2G34000.1	152
AT2G14900.1	109
AT2G18938.1	122
AT2G31985.1	242
AT2G34800.1	51
AT2G25000.1	272
AT2G41210.1	773
AT2G04038.1	167
AT2G37340.1	291
AT2G37340.2	261
AT2G37340.3	250
AT2G01735.1	360
AT2G42570.1	368
AT2G45200.2	258
AT2G45200.1	240
AT2G34440.1	173
AT2G42850.1	486
AT2G17442.1	138
AT2G17442.2	138
AT2G17442.3	137
AT2G17442.4	137
AT2G17442.5	131
AT2G39380.1	638
AT2G37640.1	263
AT2G14860.1	253
AT2G46570.1	570
AT2G40000.1	436
AT2G04870.1	73
AT2G19700.1	126
AT2G01905.1	235
AT2G04740.1	579
AT2G37740.1	305
AT2G46430.1	707
AT2G46430.2	707
AT2G36930.1	199
AT2G18590.1	474
AT2G23010.1	438
AT2G23010.2	438
AT2G28850.1	494
AT2G14288.1	247
AT2G48010.1	618
AT2G17060.1	1196
AT2G39270.1	296
AT2G33330.1	305
AT2G47980.1	1099
AT2G44850.1	401
AT2G44850.2	320
AT2G01180.1	328
AT2G01180.2	303
AT2G19000.1	126
AT2G41460.1	537
AT2G41460.2	404
AT2G30230.1	178
AT2G33770.1	908
AT2G47115.1	301
AT2G43890.1	393
AT2G18470.1	634
AT2G39020.1	237
AT2G19385.1	276
AT2G03890.1	651
AT2G03890.2	531
AT2G07696.1	149
AT2G42500.1	314
AT2G42500.2	267
AT2G42500.3	172
AT2G23985.2	72
AT2G23985.1	69
AT2G32240.1	1334
AT2G26170.1	523
AT2G26170.2	440
AT2G21840.1	770
AT2G19810.1	360
AT2G47650.2	450
AT2G47650.1	444
AT2G29950.1	126
AT2G24210.1	592
AT2G47990.1	531
AT2G17033.2	506
AT2G17033.1	505
AT2G19510.1	121
AT2G17920.1	308
AT2G32670.1	286
AT2G05632.1	53
AT2G32180.1	140
AT2G27600.1	436
AT2G44050.1	228
AT2G36810.1	1717
AT2G43500.1	948
AT2G43500.2	948
AT2G42210.2	174
AT2G42210.1	160
AT2G42210.3	160
AT2G42210.4	160
AT2G25670.1	319
AT2G25670.2	319
AT2G45640.1	153
AT2G45640.2	150
AT2G46308.1	63
AT2G39660.1	396
AT2G26870.1	515
AT2G31945.1	96
AT2G45161.1	42
AT2G36880.1	391
AT2G36880.2	391
AT2G35690.1	665
AT2G18090.1	825
AT2G02280.1	145
AT2G12945.1	118
AT2G35890.1	521
AT2G36970.1	491
AT2G27250.3	97
AT2G27250.1	95
AT2G27250.2	93
AT2G22930.1	443
AT2G04300.1	852
AT2G37630.1	368
AT2G38460.1	525
AT2G36000.1	334
AT2G36000.2	319
AT2G13760.1	210
AT2G28315.1	343
AT2G37440.1	480
AT2G37440.2	399
AT2G30766.1	48
AT2G30766.2	48
AT2G12290.1	134
AT2G27790.1	241
AT2G27790.2	241
AT2G17420.1	379
AT2G41870.1	275
AT2G20700.1	164
AT2G02250.1	311
AT2G18876.1	383
AT2G18876.2	285
AT2G30660.1	379
AT2G30060.1	218
AT2G24950.1	412
AT2G45590.1	684
AT2G27402.1	53
AT2G03180.1	121
AT2G35650.1	557
AT2G01080.1	232
AT2G36485.1	159
AT2G34050.1	249
AT2G37180.1	286
AT2G36760.1	497
AT2G03822.1	58
AT2G32460.1	491
AT2G32460.2	479
AT2G29410.1	376
AT2G42030.1	426
AT2G22520.1	186
AT2G22520.2	152
AT2G15029.1	34
AT2G36790.1	496
AT2G33570.1	497
AT2G41590.1	368
AT2G15620.1	587
AT2G38840.1	603
AT2G17140.1	875
AT2G39230.1	868
AT2G34320.1	293
AT2G25850.2	801
AT2G25850.4	798
AT2G25850.1	788
AT2G25850.3	787
AT2G36920.1	217
AT2G39930.1	784
AT2G27720.2	131
AT2G27720.3	128
AT2G27720.1	116
AT2G35140.1	880
AT2G35140.2	880
AT2G35140.3	880
AT2G34710.1	853
AT2G22905.1	142
AT2G39740.1	512
AT2G28270.1	249
AT2G47310.1	513
AT2G39980.1	483
AT2G18500.1	316
AT2G13547.1	71
AT2G26230.1	310
AT2G32370.1	726
AT2G19530.1	203
AT2G30032.1	42
AT2G13540.1	849
AT2G25090.1	470
AT2G43580.1	266
AT2G36390.1	859
AT2G33160.1	665
AT2G23620.1	264
AT2G40010.1	318
AT2G21470.2	701
AT2G21470.3	629
AT2G21470.1	626
AT2G24710.1	896
AT2G37090.1	352
AT2G16890.2	479
AT2G16890.1	313
AT2G21190.1	270
AT2G26865.1	79
AT2G26790.1	800
AT2G31040.1	351
AT2G07728.1	287
AT2G25600.1	889
AT2G40650.1	356
AT2G27370.1	222
AT2G35612.1	87
AT2G23090.1	79
AT2G35470.1	168
AT2G46520.1	973
AT2G06005.1	356
AT2G06005.2	283
AT2G44581.1	146
AT2G27880.1	998
AT2G28590.1	425
AT2G37000.1	189
AT2G19180.1	180
AT2G15000.4	102
AT2G15000.5	102
AT2G15000.2	98
AT2G15000.3	98
AT2G15000.1	94
AT2G26690.1	578
AT2G24530.1	408
AT2G34340.1	137
AT2G42290.1	647
AT2G40800.1	378
AT2G14835.1	344
AT2G14835.2	344
AT2G46990.1	176
AT2G37950.1	208
AT2G15370.1	534
AT2G06010.1	189
AT2G17020.1	657
AT2G32020.1	184
AT2G02290.1	303
AT2G46130.1	110
AT2G46130.2	94
AT2G19750.1	63
AT2G33460.1	225
AT2G28570.1	79
AT2G25680.1	457
AT2G40480.1	519
AT2G30695.1	200
AT2G30695.2	200
AT2G03350.1	180
AT2G24020.1	183
AT2G24020.2	181
AT2G37210.2	240
AT2G37210.1	216
AT2G47530.1	185
AT2G26100.1	372
AT2G32790.1	178
AT2G23840.1	285
AT2G44730.1	373
AT2G16881.1	45
AT2G17030.1	408
AT2G20830.2	432
AT2G20830.3	342
AT2G20830.1	298
AT2G39518.1	175
AT2G16290.1	416
AT2G34100.1	346
AT2G34100.2	346
AT2G40410.2	333
AT2G40410.1	227
AT2G18960.1	950
AT2G36960.3	745
AT2G36960.1	744
AT2G36960.2	742
AT2G36916.1	33
AT2G22942.1	110
AT2G11626.1	243
AT2G19760.1	132
AT2G24200.1	521
AT2G24200.2	521
AT2G24200.3	485
AT2G05790.1	473
AT2G44590.3	613
AT2G44590.1	597
AT2G44590.2	596
AT2G41050.1	377
AT2G25080.1	237
AT2G41231.1	105
AT2G41231.2	100
AT2G34490.1	500
AT2G36610.1	186
AT2G37080.1	584
AT2G02090.1	764
AT2G44198.1	33
AT2G04041.1	152
AT2G30050.1	303
AT2G36290.1	365
AT2G23300.1	774
AT2G47610.1	258
AT2G33210.1	586
AT2G33210.2	581
AT2G24940.1	101
AT2G27840.1	204
AT2G27840.2	182
AT2G24520.1	932
AT2G01880.1	329
AT2G13960.1	151
AT2G13960.2	116
AT2G35350.1	784
AT2G25320.1	1674
AT2G36870.1	300
AT2G36870.2	179
AT2G03930.2	165
AT2G32770.3	546
AT2G32770.1	517
AT2G32770.2	429
AT2G32590.1	672
AT2G35040.1	597
AT2G35040.2	546
AT2G20390.2	220
AT2G20390.1	184
AT2G02730.1	277
AT2G02730.2	277
AT2G37980.1	639
AT2G19340.1	201
AT2G19340.2	174
AT2G34700.1	176
AT2G22250.2	476
AT2G22250.3	476
AT2G22250.1	429
AT2G20160.1	151
AT2G31510.1	563
AT2G07505.1	144
AT2G31470.1	388
AT2G31620.1	256
AT2G03140.2	1884
AT2G03140.1	1798
AT2G16120.1	512
AT2G32010.1	595
AT2G32010.2	595
AT2G29490.1	225
AT2G35660.1	440
AT2G35660.2	326
AT2G35660.3	326
AT2G13550.1	182
AT2G31820.1	663
AT2G42530.1	142
AT2G13820.1	170
AT2G13820.2	130
AT2G48130.1	184
AT2G23230.1	607
AT2G26210.1	191
AT2G26210.2	168
AT2G26210.3	168
AT2G23050.1	482
AT2G46090.1	365
AT2G06510.1	641
AT2G06510.2	618
AT2G40850.1	562
AT2G30140.1	456
AT2G30140.2	455
AT2G33370.1	141
AT2G05060.1	316
AT2G33350.1	411
AT2G33350.2	410
AT2G42920.1	560
AT2G36800.1	496
AT2G35340.1	1045
AT2G19360.1	427
AT2G20310.1	431
AT2G18190.1	495
AT2G11773.1	36
AT2G20870.1	141
AT2G43540.1	170
AT2G13810.1	457
AT2G42410.1	215
AT2G24270.4	504
AT2G24270.1	497
AT2G24270.2	497
AT2G24270.3	497
AT2G13295.1	114
AT2G33190.1	380
AT2G13370.1	1725
AT2G34180.1	503
AT2G36770.1	497
AT2G05400.1	195
AT2G05400.2	195
AT2G13980.1	172
AT2G47160.2	730
AT2G47160.1	705
AT2G42840.1	307
AT2G42975.1	188
AT2G46240.1	1044
AT2G42930.1	135
AT2G47410.1	1521
AT2G47410.2	1520
AT2G34540.2	289
AT2G34540.1	272
AT2G34270.1	375
AT2G45190.1	230
AT2G38750.1	320
AT2G01630.1	502
AT2G01630.2	392
AT2G01580.1	192
AT2G46880.1	402
AT2G46880.2	328
AT2G05830.1	375
AT2G05830.4	329
AT2G05830.2	327
AT2G05830.3	327
AT2G20400.1	398
AT2G37570.1	495
AT2G37570.2	352
AT2G28180.1	848
AT2G27470.1	276
AT2G43070.1	541
AT2G47550.1	561
AT2G46375.1	124
AT2G06555.1	160
AT2G06555.2	95
AT2G44890.1	506
AT2G44890.2	494
AT2G43460.1	70
AT2G18490.1	252
AT2G46940.1	253
AT2G05635.1	147
AT2G38365.1	107
AT2G37540.1	322
AT2G31450.1	380
AT2G31450.2	378
AT2G01913.1	139
AT2G17180.1	271
AT2G30820.1	422
AT2G30820.2	422
AT2G04560.1	461
AT2G14530.1	413
AT2G28060.1	115
AT2G34350.1	526
AT2G30430.1	79
AT2G02570.1	301
AT2G02570.2	301
AT2G02570.4	301
AT2G02570.3	289
AT2G33480.1	269
AT2G33480.2	267
AT2G36560.1	575
AT2G03800.1	318
AT2G26890.1	2555
AT2G42880.1	607
AT2G26520.1	146
AT2G30290.2	642
AT2G30290.1	626
AT2G34900.1	387
AT2G34900.2	277
AT2G43745.1	91
AT2G43530.1	86
AT2G34830.1	428
AT2G34360.1	481
AT2G01750.2	631
AT2G01750.1	630
AT2G13440.1	724
AT2G13126.1	61
AT2G33150.1	463
AT2G44525.1	171
AT2G14810.1	67
AT2G24480.1	199
AT2G31830.2	1174
AT2G31830.1	1145
AT2G17740.1	249
AT2G31425.1	186
AT2G03010.1	369
AT2G02880.1	315
AT2G18850.1	544
AT2G18850.2	537
AT2G01850.1	334
AT2G03505.1	169
AT2G15010.1	136
AT2G44925.1	66
AT2G37530.1	123
AT2G32310.1	326
AT2G32310.2	251
AT2G46740.1	591
AT2G17260.1	952
AT2G45680.1	357
AT2G36690.1	367
AT2G34555.1	336
AT2G42600.1	964
AT2G42600.2	964
AT2G41740.1	977
AT2G17390.1	345
AT2G37840.1	734
AT2G37840.2	597
AT2G39590.1	137
AT2G26020.1	81
AT2G46530.3	623
AT2G46530.1	602
AT2G46530.2	515
AT2G30780.1	453
AT2G03120.1	345
AT2G28400.1	163
AT2G13500.1	339
AT2G38080.1	559
AT2G42590.3	277
AT2G42590.1	264
AT2G42590.2	263
AT2G34680.1	1709
AT2G39330.1	460
AT2G38695.3	261
AT2G38695.1	213
AT2G38695.2	202
AT2G20616.1	212
AT2G03680.1	120
AT2G03680.2	120
AT2G16510.1	165
AT2G25990.1	20
AT2G16676.1	219
AT2G07690.1	728
AT2G07690.2	726
AT2G41130.1	254
AT2G07640.1	157
AT2G17990.1	339
AT2G48110.1	1276
AT2G38960.3	480
AT2G38960.2	479
AT2G38960.1	473
AT2G07190.1	453
AT2G42580.1	692
AT2G20585.1	101
AT2G20585.2	101
AT2G20585.3	96
AT2G43570.1	278
AT2G22260.1	315
AT2G03870.1	100
AT2G03870.2	100
AT2G43110.1	289
AT2G31140.1	206
AT2G31218.1	44
AT2G40760.1	475
AT2G18390.1	186
AT2G18150.1	339
AT2G37750.1	83
AT2G29260.1	323
AT2G25870.1	585
AT2G47580.1	251
AT2G22450.1	477
AT2G26580.1	165
AT2G26580.2	165
AT2G47500.1	984
AT2G21420.1	469
AT2G22807.1	94
AT2G20650.1	560
AT2G20650.2	560
AT2G32415.1	892
AT2G32415.2	873
AT2G38790.1	205
AT2G25565.1	207
AT2G23220.1	516
AT2G30220.1	359
AT2G05752.1	198
AT2G47210.1	442
AT2G35190.1	266
AT2G22010.2	1284
AT2G22010.1	1281
AT2G30150.1	441
AT2G36985.1	54
AT2G47830.1	472
AT2G47830.2	469
AT2G47120.1	259
AT2G41850.1	434
AT2G36710.1	408
AT2G41100.1	325
AT2G41100.4	325
AT2G41100.3	290
AT2G41100.2	200
AT2G41200.1	162
AT2G32380.1	169
AT2G31750.1	457
AT2G41490.1	432
AT2G20860.1	375
AT2G07360.2	1199
AT2G07360.1	1197
AT2G42620.1	694
AT2G43310.1	134
AT2G41680.1	530
AT2G23171.1	58
AT2G19020.1	74
AT2G01918.1	188
AT2G19980.1	166
AT2G21040.1	262
AT2G40080.1	112
AT2G40660.1	390
AT2G04790.2	165
AT2G04790.1	153
AT2G04790.3	101
AT2G04790.4	101
AT2G19610.2	419
AT2G19610.1	398
AT2G10260.1	548
AT2G10260.2	524
AT2G25482.1	155
AT2G32530.1	756
AT2G14285.1	62
AT2G27090.1	744
AT2G46340.1	1030
AT2G35605.1	110
AT2G05250.1	707
AT2G22370.1	220
AT2G19350.1	104
AT2G45040.1	343
AT2G23610.1	264
AT2G07695.1	292
AT2G29450.1	225
AT2G44140.1	468
AT2G44140.2	423
AT2G47060.4	398
AT2G47060.1	366
AT2G47060.2	366
AT2G47060.5	323
AT2G47060.3	267
AT2G28990.1	885
AT2G42960.1	495
AT2G01440.1	974
AT2G33180.1	167
AT2G18010.1	113
AT2G07707.1	159
AT2G29870.1	140
AT2G21240.1	297
AT2G21240.2	297
AT2G43180.1	480
AT2G43180.3	479
AT2G43180.4	467
AT2G43180.2	452
AT2G46600.1	136
AT2G45270.1	481
AT2G02500.1	303
AT2G42660.1	256
AT2G15260.1	363
AT2G36881.1	54
AT2G21080.1	415
AT2G20720.1	300
AT2G27270.1	232
AT2G40610.1	254
AT2G35615.1	448
AT2G10970.1	195
AT2G20050.1	1095
AT2G20050.2	1092
AT2G21830.1	570
AT2G17070.1	264
AT2G34238.1	53
AT2G17580.1	758
AT2G02390.3	229
AT2G02390.1	222
AT2G02390.2	192
AT2G35770.1	463
AT2G05720.1	277
AT2G17975.1	269
AT2G01780.1	276
AT2G20810.1	537
AT2G25735.1	120
AT2G37870.1	116
AT2G30890.1	258
AT2G15740.1	330
AT2G07777.1	263
AT2G25409.1	163
AT2G01610.1	223
AT2G16800.1	373
AT2G45380.1	495
AT2G45380.2	187
AT2G29320.1	270
AT2G29800.1	415
AT2G44060.1	326
AT2G44060.2	326
AT2G46470.1	432
AT2G20597.1	85
AT2G35080.2	240
AT2G35080.1	228
AT2G12880.1	120
AT2G23560.1	261
AT2G38630.1	468
AT2G41110.2	162
AT2G41110.1	150
AT2G02890.1	532
AT2G38470.1	520
AT2G05260.1	359
AT2G05260.2	295
AT2G36724.1	80
AT2G47930.1	137
AT2G25470.1	936
AT2G36630.1	460
AT2G27860.1	390
AT2G02170.1	487
AT2G02170.2	487
AT2G02810.1	333
AT2G45700.1	724
AT2G04700.1	147
AT2G43240.1	407
AT2G43240.2	388
AT2G36660.1	610
AT2G06020.1	302
AT2G32850.2	671
AT2G32850.1	651
AT2G05900.1	313
AT2G37680.1	216
AT2G17000.1	850
AT2G42190.1	142
AT2G31530.1	576
AT2G23460.1	889
AT2G44640.1	452
AT2G04865.1	668
AT2G18070.1	157
AT2G23940.1	174
AT2G01870.1	158
AT2G19290.1	76
AT2G30520.1	594
AT2G30520.2	546
AT2G30520.3	546
AT2G36460.1	359
AT2G36460.2	268
AT2G31180.1	250
AT2G24040.1	76
AT2G43371.1	85
AT2G18530.1	214
AT2G01740.1	560
AT2G02030.1	335
AT2G01008.1	180
AT2G39060.1	259
AT2G38770.1	1510
AT2G34670.2	695
AT2G34670.1	562
AT2G20515.1	156
AT2G35310.1	289
AT2G31090.1	76
AT2G01250.1	243
AT2G01250.2	185
AT2G32150.1	264
AT2G46610.1	251
AT2G46610.2	225
AT2G18860.1	297
AT2G18860.2	278
AT2G38740.1	245
AT2G16990.1	457
AT2G16990.2	457
AT2G17660.1	70
AT2G17010.1	780
AT2G20340.1	491
AT2G34380.1	510
AT2G47630.1	352
AT2G33280.1	409
AT2G07779.1	92
AT2G26680.1	320
AT2G34030.1	567
AT2G01730.1	614
AT2G35110.1	1426
AT2G35110.2	1397
AT2G36500.1	537
AT2G21110.1	187
AT2G44304.1	52
AT2G22155.1	102
AT2G29810.1	384
AT2G39520.1	97
AT2G44150.1	364
AT2G40670.2	166
AT2G40670.1	165
AT2G28507.1	49
AT2G36440.1	75
AT2G18700.1	863
AT2G20463.1	92
AT2G38560.1	379
AT2G01021.1	34
AT2G20180.2	479
AT2G20180.3	479
AT2G20180.1	408
AT2G43420.1	562
AT2G40590.1	132
AT2G13422.1	35
AT2G29980.1	387
AT2G29980.2	289
AT2G03430.1	241
AT2G48090.1	170
AT2G46310.1	295
AT2G11522.1	42
AT2G32960.1	258
AT2G16630.1	360
AT2G10965.1	250
AT2G45810.1	529
AT2G03710.1	259
AT2G03710.2	258
AT2G03710.3	188
AT2G23260.1	457
AT2G42040.1	270
AT2G17710.1	153
AT2G16370.1	520
AT2G25180.1	597
AT2G40570.1	522
AT2G40570.2	463
AT2G20760.1	339
AT2G37520.1	830
AT2G24100.1	467
AT2G14365.1	77
AT2G42670.2	243
AT2G42670.1	242
AT2G18480.1	509
AT2G28680.1	357
AT2G07772.1	180
AT2G19230.1	1026
AT2G43290.1	216
AT2G20210.1	605
AT2G39970.1	332
AT2G47330.1	761
AT2G23370.1	341
AT2G21170.1	316
AT2G21170.2	307
AT2G36026.1	184
AT2G41690.1	245
AT2G38550.1	336
AT2G31035.1	84
AT2G05294.1	31
AT2G02147.1	81
AT2G07721.1	133
AT2G48000.1	482
AT2G17090.1	466
AT2G30480.3	706
AT2G30480.1	622
AT2G30480.2	567
AT2G30480.4	464
AT2G22920.2	436
AT2G22920.1	409
AT2G22920.3	257
AT2G39220.1	500
AT2G43445.1	406
AT2G33735.1	120
AT2G29440.1	224
AT2G45440.1	366
AT2G27070.1	576
AT2G42540.2	140
AT2G42540.1	128
AT2G42540.3	105
AT2G24650.1	1046
AT2G34655.1	23
AT2G40081.1	38
AT2G04845.1	219
AT2G04845.2	192
AT2G34300.1	771
AT2G34300.2	771
AT2G40500.1	296
AT2G34720.1	199
AT2G39120.1	388
AT2G41820.1	891
AT2G39000.1	292
AT2G39000.3	236
AT2G39000.2	229
AT2G29065.1	631
AT2G36695.1	118
AT2G21790.1	817
AT2G02950.1	440
AT2G41280.1	108
AT2G02870.1	468
AT2G02870.2	468
AT2G02870.3	468
AT2G04780.1	255
AT2G04780.2	255
AT2G08986.1	1219
AT2G26860.1	406
AT2G26860.2	356
AT2G18540.1	708
AT2G07732.1	117
AT2G10557.1	58
AT2G10440.1	936
AT2G10440.2	846
AT2G31070.1	362
AT2G33290.1	652
AT2G33240.1	1771
AT2G26360.1	388
AT2G30270.1	183
AT2G14870.1	102
AT2G32765.1	109
AT2G34850.1	237
AT2G19300.1	60
AT2G13690.1	545
AT2G04390.1	142
AT2G33590.1	322
AT2G04860.1	693
AT2G42120.1	442
AT2G42120.2	441
AT2G44580.1	387
AT2G47370.1	331
AT2G03410.1	349
AT2G48075.1	160
AT2G29580.1	484
AT2G19670.1	367
AT2G39190.2	815
AT2G39190.1	375
AT2G38304.1	64
AT2G05350.1	454
AT2G38646.1	78
AT2G25660.1	2167
AT2G02240.1	321
AT2G44690.1	210
AT2G23100.1	712
AT2G32690.1	202
AT2G32690.3	194
AT2G32690.2	192
AT2G32690.4	173
AT2G10020.1	67
AT2G45990.1	269
AT2G45990.2	269
AT2G45990.3	264
AT2G45990.4	211
AT2G19770.1	135
AT2G29750.1	482
AT2G07120.1	354
AT2G33110.1	218
AT2G47270.1	103
AT2G19680.1	123
AT2G19680.2	123
AT2G37300.2	249
AT2G37300.1	170
AT2G10602.1	156
AT2G43440.1	402
AT2G22990.3	459
AT2G22990.1	434
AT2G22990.5	425
AT2G22990.4	417
AT2G22990.2	320
AT2G22990.6	320
AT2G17340.1	368
AT2G17290.1	545
AT2G14282.1	98
AT2G19960.1	174
AT2G11015.1	147
AT2G23120.1	84
AT2G10975.1	134
AT2G24870.1	119
AT2G45250.2	216
AT2G45250.1	205
AT2G32788.1	65
AT2G15630.1	628
AT2G44390.1	210
AT2G14680.2	653
AT2G14680.1	630
AT2G14680.3	630
AT2G22125.1	2151
AT2G07040.1	648
AT2G39620.1	837
AT2G21860.1	523
AT2G42230.2	569
AT2G42230.1	563
AT2G10450.1	83
AT2G39160.1	121
AT2G39990.1	294
AT2G28460.1	721
AT2G48150.1	171
AT2G45150.1	431
AT2G45150.3	383
AT2G45150.2	327
AT2G03060.2	387
AT2G03060.1	333
AT2G45320.1	393
AT2G30420.1	113
AT2G39550.1	376
AT2G44920.2	225
