model	cds-gc
AT2G26820.1	0.504686
AT2G41945.3	0.439344
AT2G41945.2	0.439516
AT2G41945.1	0.442797
AT2G24340.1	0.51556
AT2G28880.1	0.466788
AT2G21490.1	0.584087
AT2G45960.3	0.465039
AT2G45960.1	0.471963
AT2G45960.2	0.473171
AT2G46410.1	0.482143
AT2G39530.1	0.509398
AT2G30710.1	0.490895
AT2G22690.1	0.520596
AT2G22690.2	0.520596
AT2G03640.3	0.511765
AT2G03640.4	0.511422
AT2G03640.2	0.513812
AT2G03640.1	0.513449
AT2G19420.1	0.511628
AT2G16810.1	0.490374
AT2G24700.1	0.505111
AT2G21280.1	0.473532
AT2G29060.1	0.456731
AT2G12475.1	0.498024
AT2G25780.1	0.520788
AT2G25160.1	0.475617
AT2G19830.1	0.532182
AT2G31480.1	0.54314
AT2G36632.1	0.401786
AT2G01290.1	0.472888
AT2G37880.1	0.470907
AT2G32630.1	0.440107
AT2G27150.1	0.465448
AT2G27150.2	0.465448
AT2G02103.1	0.512013
AT2G12935.1	0.558087
AT2G03821.1	0.480916
AT2G03500.1	0.578825
AT2G24550.1	0.444748
AT2G47260.1	0.510406
AT2G17640.1	0.463289
AT2G41700.1	0.471828
AT2G41700.2	0.471821
AT2G41410.1	0.462848
AT2G24170.1	0.46307
AT2G23149.1	0.640777
AT2G42080.1	0.527319
AT2G18130.1	0.532173
AT2G24450.1	0.534606
AT2G35060.2	0.456878
AT2G35060.1	0.457035
AT2G30160.1	0.466196
AT2G19070.1	0.517395
AT2G02026.1	0.485714
AT2G03937.2	0.436464
AT2G03937.1	0.405714
AT2G17590.1	0.492608
AT2G32250.1	0.47499
AT2G32250.3	0.47499
AT2G32250.2	0.475342
AT2G32250.4	0.475342
AT2G31110.2	0.494495
AT2G31110.1	0.504644
AT2G07701.1	0.484177
AT2G15760.1	0.497349
AT2G34925.1	0.526718
AT2G37660.1	0.489209
AT2G36160.1	0.495536
AT2G33100.1	0.491629
AT2G20530.1	0.5
AT2G20530.2	0.5
AT2G24800.1	0.472081
AT2G41720.1	0.46875
AT2G41720.2	0.473376
AT2G20450.1	0.445
AT2G20590.1	0.502711
AT2G20590.2	0.493278
AT2G33880.1	0.55742
AT2G10550.1	0.498031
AT2G31020.1	0.507024
AT2G35780.1	0.492614
AT2G01570.1	0.461626
AT2G27775.2	0.532934
AT2G27775.1	0.54698
AT2G17280.1	0.471023
AT2G17280.2	0.471023
AT2G25220.2	0.488923
AT2G25220.1	0.48871
AT2G44760.1	0.477303
AT2G26590.1	0.481069
AT2G26590.2	0.481069
AT2G26590.3	0.481069
AT2G04039.3	0.521104
AT2G04039.1	0.529412
AT2G04039.2	0.523327
AT2G44800.1	0.543499
AT2G19880.2	0.468549
AT2G19880.1	0.469453
AT2G24410.1	0.560345
AT2G36740.1	0.532479
AT2G28330.1	0.476087
AT2G38130.1	0.492958
AT2G38130.2	0.492958
AT2G07340.1	0.531414
AT2G07340.2	0.530343
AT2G34650.1	0.49314
AT2G38195.1	0.447699
AT2G38195.2	0.465164
AT2G27570.1	0.525092
AT2G16535.1	0.49115
AT2G35020.1	0.488697
AT2G43060.1	0.525751
AT2G16770.1	0.460403
AT2G28550.3	0.491367
AT2G28550.1	0.49368
AT2G28550.2	0.477651
AT2G31670.1	0.518424
AT2G18880.1	0.48959
AT2G16430.2	0.498573
AT2G16430.1	0.488484
AT2G27410.1	0.520156
AT2G15560.1	0.444369
AT2G33620.1	0.49667
AT2G33620.2	0.49667
AT2G33620.3	0.49667
AT2G33620.4	0.49667
AT2G23960.1	0.508655
AT2G41180.1	0.508314
AT2G27120.1	0.486432
AT2G17690.1	0.503569
AT2G14289.1	0.572816
AT2G16400.1	0.502078
AT2G44660.1	0.448549
AT2G36110.1	0.47972
AT2G38060.1	0.441982
AT2G17800.1	0.499151
AT2G17800.2	0.499151
AT2G37430.1	0.516917
AT2G33700.1	0.472759
AT2G20840.1	0.456161
AT2G43880.1	0.478814
AT2G31005.1	0.452282
AT2G26130.1	0.453859
AT2G30560.1	0.356164
AT2G16060.1	0.483264
AT2G44620.1	0.491758
AT2G21550.1	0.495251
AT2G24810.1	0.504333
AT2G34580.1	0.572314
AT2G34580.2	0.572314
AT2G18690.1	0.443983
AT2G18690.2	0.431345
AT2G30170.1	0.461883
AT2G30170.2	0.447806
AT2G05753.1	0.6
AT2G23400.1	0.484808
AT2G47890.1	0.515091
AT2G47890.2	0.503526
AT2G19260.1	0.505553
AT2G14050.1	0.502583
AT2G37240.1	0.456873
AT2G47770.1	0.433447
AT2G40600.1	0.488947
AT2G07050.1	0.483956
AT2G21300.1	0.495743
AT2G21300.2	0.495743
AT2G02220.1	0.460622
AT2G14820.1	0.484211
AT2G25964.1	0.418919
AT2G14095.1	0.527143
AT2G46980.2	0.539756
AT2G46980.3	0.539274
AT2G46980.1	0.543338
AT2G28725.1	0.443114
AT2G34040.1	0.503923
AT2G34040.2	0.493202
AT2G20140.1	0.464959
AT2G44510.1	0.494877
AT2G02340.1	0.464403
AT2G23270.1	0.371094
AT2G24300.2	0.509192
AT2G24300.1	0.512696
AT2G43080.1	0.487603
AT2G42130.4	0.472626
AT2G42130.3	0.488286
AT2G42130.1	0.472772
AT2G42130.2	0.465839
AT2G42130.5	0.5
AT2G46505.1	0.545455
AT2G22941.1	0.487705
AT2G32890.1	0.423581
AT2G23130.1	0.551537
AT2G23130.2	0.566116
AT2G37910.1	0.512968
AT2G18196.1	0.520677
AT2G03780.1	0.476135
AT2G25640.1	0.471115
AT2G15042.1	0.510141
AT2G20920.1	0.491269
AT2G16030.1	0.479016
AT2G34880.1	0.483858
AT2G16940.2	0.468818
AT2G16940.3	0.469081
AT2G16940.1	0.472933
AT2G24615.1	0.512
AT2G21030.1	0.557203
AT2G42460.1	0.482628
AT2G42460.2	0.484916
AT2G22310.2	0.502203
AT2G22310.1	0.512351
AT2G22480.1	0.478558
AT2G20850.1	0.507103
AT2G32300.1	0.521127
AT2G23070.1	0.503864
AT2G02650.1	0.516926
AT2G01130.1	0.488163
AT2G02630.1	0.484825
AT2G16660.1	0.466381
AT2G44210.2	0.495874
AT2G44210.1	0.499598
AT2G20605.1	0.487395
AT2G31410.1	0.529412
AT2G38530.1	0.53125
AT2G14000.1	0.52027
AT2G03310.1	0.507605
AT2G40935.1	0.487676
AT2G40935.3	0.491589
AT2G40935.2	0.471774
AT2G43018.1	0.484663
AT2G31082.1	0.472656
AT2G39865.1	0.429577
AT2G35910.1	0.597843
AT2G32730.1	0.485714
AT2G20560.1	0.509415
AT2G36430.1	0.519374
AT2G13660.1	0.606805
AT2G31560.1	0.509934
AT2G31560.2	0.509934
AT2G20430.1	0.545741
AT2G28620.1	0.540653
AT2G26800.2	0.464337
AT2G26800.1	0.458751
AT2G26800.3	0.456256
AT2G42005.1	0.384802
AT2G47660.1	0.485437
AT2G26310.1	0.458054
AT2G26310.2	0.453894
AT2G26310.3	0.459158
AT2G03830.1	0.561308
AT2G05840.1	0.495924
AT2G05840.2	0.492401
AT2G12646.1	0.511749
AT2G04622.1	0.460581
AT2G01990.1	0.514914
AT2G04630.1	0.474419
AT2G16220.1	0.461854
AT2G36750.1	0.49898
AT2G27660.1	0.484665
AT2G22610.1	0.52048
AT2G22610.2	0.521357
AT2G37130.1	0.505618
AT2G37130.2	0.514673
AT2G44970.1	0.491705
AT2G44970.2	0.492021
AT2G18240.1	0.441755
AT2G18240.2	0.440729
AT2G32440.1	0.494198
AT2G32440.2	0.494198
AT2G04420.1	0.547655
AT2G42510.2	0.468574
AT2G42510.1	0.471769
AT2G42510.3	0.455162
AT2G45460.3	0.52622
AT2G45460.1	0.526066
AT2G45460.2	0.528107
AT2G17770.2	0.58319
AT2G17770.1	0.555794
AT2G30310.1	0.537674
AT2G10931.1	0.372449
AT2G04810.1	0.456686
AT2G16050.1	0.489684
AT2G40720.1	0.437548
AT2G03931.1	0.488789
AT2G27420.1	0.482726
AT2G39010.1	0.453179
AT2G01360.1	0.459746
AT2G17310.1	0.460289
AT2G34740.1	0.48867
AT2G34740.2	0.499486
AT2G01140.1	0.506405
AT2G27380.1	0.708023
AT2G19950.2	0.513158
AT2G19950.1	0.512978
AT2G46230.1	0.5
AT2G46230.2	0.489834
AT2G43360.1	0.500883
AT2G23700.1	0.537046
AT2G40910.1	0.479554
AT2G40910.2	0.47432
AT2G04115.1	0.509978
AT2G29679.1	0.474576
AT2G44520.1	0.460883
AT2G42650.1	0.467684
AT2G01620.1	0.490847
AT2G33000.1	0.508541
AT2G27535.1	0.556017
AT2G46070.1	0.518851
AT2G46070.2	0.507216
AT2G15930.1	0.482558
AT2G21630.1	0.4726
AT2G21890.1	0.464826
AT2G24030.1	0.542186
AT2G24030.2	0.533929
AT2G46810.1	0.59586
AT2G34870.1	0.543353
AT2G05360.1	0.541045
AT2G36680.1	0.54908
AT2G36680.3	0.551793
AT2G36680.4	0.551793
AT2G36680.2	0.566265
AT2G16740.1	0.547511
AT2G14850.1	0.479908
AT2G03580.1	0.469767
AT2G14560.1	0.452342
AT2G14560.2	0.44486
AT2G30010.1	0.503356
AT2G18340.1	0.507321
AT2G18340.2	0.521217
AT2G37585.1	0.47913
AT2G12875.1	0.56629
AT2G27520.1	0.46487
AT2G22400.1	0.498348
AT2G37370.1	0.512219
AT2G25560.1	0.495931
AT2G44810.1	0.491113
AT2G14460.1	0.561983
AT2G47970.1	0.491512
AT2G47970.2	0.490566
AT2G32470.1	0.474478
AT2G06908.1	0.513447
AT2G40580.1	0.475832
AT2G31810.1	0.473827
AT2G31810.3	0.476868
AT2G31810.2	0.479778
AT2G17960.1	0.576177
AT2G15580.1	0.503413
AT2G15580.2	0.518041
AT2G02010.1	0.495599
AT2G39460.1	0.571739
AT2G39460.2	0.571739
AT2G22590.1	0.472301
AT2G28370.1	0.433645
AT2G24400.1	0.550752
AT2G29400.1	0.451681
AT2G29070.2	0.540685
AT2G29070.1	0.552506
AT2G45350.1	0.449102
AT2G23520.1	0.447261
AT2G10340.1	0.573123
AT2G24540.1	0.460503
AT2G37410.1	0.437414
AT2G37410.2	0.437414
AT2G48080.1	0.542683
AT2G13430.1	0.598513
AT2G40765.1	0.550296
AT2G27285.1	0.54395
AT2G43100.1	0.520888
AT2G38120.1	0.474191
AT2G03750.1	0.507136
AT2G01320.3	0.466086
AT2G01320.2	0.46581
AT2G01320.1	0.465255
AT2G01320.4	0.465255
AT2G36480.3	0.521084
AT2G36480.2	0.52253
AT2G36480.1	0.522106
AT2G24690.1	0.516531
AT2G37610.1	0.463617
AT2G34060.1	0.51834
AT2G42350.1	0.491525
AT2G41930.1	0.471931
AT2G28710.1	0.480687
AT2G41400.1	0.535714
AT2G36840.1	0.485342
AT2G41550.1	0.521434
AT2G04840.1	0.472103
AT2G46140.1	0.479839
AT2G24740.1	0.503314
AT2G17350.1	0.446991
AT2G32410.1	0.494576
AT2G32410.2	0.501201
AT2G23096.1	0.490244
AT2G25590.1	0.457493
AT2G02990.1	0.481105
AT2G10535.1	0.489879
AT2G19130.1	0.47502
AT2G22880.1	0.529412
AT2G40420.1	0.460546
AT2G43795.2	0.562992
AT2G43795.1	0.572687
AT2G32650.1	0.445783
AT2G32650.2	0.445783
AT2G34080.1	0.481123
AT2G36900.1	0.469539
AT2G36900.2	0.471025
AT2G30370.1	0.517442
AT2G30370.2	0.532189
AT2G28470.1	0.483164
AT2G28470.2	0.48265
AT2G14110.1	0.498239
AT2G33040.1	0.487153
AT2G01690.2	0.496861
AT2G01690.1	0.496632
AT2G13510.1	0.48
AT2G25950.1	0.486885
AT2G43150.1	0.638801
AT2G31550.1	0.459542
AT2G33260.1	0.43415
AT2G25910.2	0.475586
AT2G25910.1	0.475024
AT2G32860.2	0.503804
AT2G32860.1	0.508438
AT2G46662.1	0.595588
AT2G40070.1	0.557999
AT2G40070.2	0.566215
AT2G07674.1	0.490013
AT2G32720.1	0.5425
AT2G37170.1	0.471278
AT2G39950.1	0.501049
AT2G39950.2	0.509321
AT2G39340.1	0.541777
AT2G29570.1	0.46962
AT2G40380.1	0.455259
AT2G46710.1	0.496698
AT2G46290.1	0.476011
AT2G46110.1	0.495669
AT2G22360.1	0.493202
AT2G46660.1	0.479849
AT2G07713.1	0.541209
AT2G39720.1	0.442132
AT2G01280.1	0.5
AT2G14670.1	0.459294
AT2G41170.1	0.486949
AT2G06040.1	0.464098
AT2G05920.1	0.454867
AT2G34200.1	0.454819
AT2G18990.1	0.491284
AT2G44195.1	0.462203
AT2G22810.1	0.523239
AT2G20660.1	0.508306
AT2G46820.1	0.480769
AT2G46820.2	0.480769
AT2G26267.1	0.425743
AT2G47844.1	0.521127
AT2G25350.1	0.505449
AT2G25830.1	0.508577
AT2G43320.1	0.506185
AT2G43320.2	0.506185
AT2G20280.1	0.514851
AT2G46360.1	0.512111
AT2G23420.1	0.475135
AT2G39435.1	0.484173
AT2G39435.2	0.497122
AT2G18410.1	0.459821
AT2G18410.2	0.457424
AT2G03240.1	0.483583
AT2G17380.1	0.484407
AT2G41640.1	0.500668
AT2G41640.2	0.496608
AT2G26430.1	0.5
AT2G26430.2	0.496762
AT2G26430.3	0.496762
AT2G26340.2	0.497468
AT2G26340.1	0.501982
AT2G29050.1	0.44206
AT2G29050.2	0.433398
AT2G19630.1	0.474691
AT2G19630.2	0.481595
AT2G40920.1	0.490046
AT2G40920.2	0.483614
AT2G39730.1	0.508451
AT2G39730.2	0.511976
AT2G39730.3	0.507949
AT2G25150.1	0.503259
AT2G04378.2	0.477064
AT2G04378.1	0.482436
AT2G26200.1	0.467218
AT2G31210.1	0.531981
AT2G19500.1	0.504997
AT2G29940.1	0.477315
AT2G02020.1	0.464176
AT2G02020.2	0.463694
AT2G01220.2	0.478485
AT2G01220.1	0.477998
AT2G47880.1	0.503289
AT2G07560.1	0.497012
AT2G28140.1	0.551506
AT2G38140.1	0.545455
AT2G28120.1	0.451128
AT2G37760.1	0.489796
AT2G37760.2	0.489796
AT2G37760.5	0.494834
AT2G37760.3	0.495392
AT2G37760.4	0.495392
AT2G36030.1	0.4375
AT2G47420.1	0.51561
AT2G14692.1	0.480315
AT2G18320.1	0.449367
AT2G30105.1	0.511374
AT2G21100.1	0.502683
AT2G02080.1	0.529754
AT2G02080.2	0.513308
AT2G26080.1	0.482428
AT2G22440.1	0.484334
AT2G39910.1	0.463247
AT2G23410.1	0.484013
AT2G39090.1	0.490431
AT2G39090.2	0.483117
AT2G45280.2	0.477135
AT2G45280.1	0.478381
AT2G35620.1	0.475921
AT2G35620.2	0.475921
AT2G23670.1	0.456914
AT2G31432.1	0.510331
AT2G21120.1	0.466395
AT2G37020.2	0.466595
AT2G37020.1	0.466377
AT2G27080.1	0.508997
AT2G27080.2	0.508997
AT2G17190.1	0.501241
AT2G15400.1	0.497382
AT2G15400.2	0.499289
AT2G04480.1	0.518268
AT2G41240.1	0.491713
AT2G41240.2	0.490985
AT2G10920.1	0.362694
AT2G40095.1	0.504
AT2G37690.1	0.467775
AT2G29700.1	0.438799
AT2G43330.1	0.440656
AT2G02835.1	0.452703
AT2G11623.1	0.478659
AT2G11623.2	0.528662
AT2G25605.1	0.424749
AT2G01275.1	0.501935
AT2G01275.2	0.501935
AT2G31420.1	0.4816
AT2G34260.1	0.478713
AT2G34260.2	0.472912
AT2G46220.1	0.471567
AT2G43370.1	0.500502
AT2G04230.1	0.484352
AT2G37650.1	0.444238
AT2G17705.1	0.559367
AT2G31141.1	0.496957
AT2G31141.2	0.47644
AT2G25370.1	0.473713
AT2G25370.2	0.477995
AT2G18970.1	0.456522
AT2G20208.1	0.468
AT2G21060.1	0.377704
AT2G44610.1	0.5
AT2G18780.1	0.447653
AT2G47850.1	0.507133
AT2G47850.3	0.507133
AT2G47850.2	0.506798
AT2G31955.1	0.443493
AT2G31955.2	0.443493
AT2G31955.3	0.447552
AT2G23470.1	0.498074
AT2G46495.1	0.498205
AT2G26770.1	0.485195
AT2G26770.2	0.485195
AT2G20900.1	0.490492
AT2G20900.4	0.490492
AT2G20900.2	0.488103
AT2G20900.3	0.488103
AT2G30380.1	0.491961
AT2G34000.1	0.492239
AT2G14900.1	0.453416
AT2G18938.1	0.429363
AT2G31985.1	0.467406
AT2G34800.1	0.655405
AT2G25000.1	0.527744
AT2G41210.1	0.483578
AT2G04038.1	0.58871
AT2G37340.1	0.493088
AT2G37340.2	0.501285
AT2G37340.3	0.497987
AT2G01735.1	0.434419
AT2G42570.1	0.465878
AT2G45200.2	0.472042
AT2G45200.1	0.481119
AT2G34440.1	0.494163
AT2G42850.1	0.498968
AT2G17442.1	0.491443
AT2G17442.2	0.491443
AT2G17442.3	0.490148
AT2G17442.4	0.490148
AT2G17442.5	0.469072
AT2G39380.1	0.53693
AT2G37640.1	0.468112
AT2G14860.1	0.484085
AT2G46570.1	0.546041
AT2G40000.1	0.484267
AT2G04870.1	0.420561
AT2G19700.1	0.541555
AT2G01905.1	0.47
AT2G04740.1	0.461316
AT2G37740.1	0.507692
AT2G46430.1	0.480624
AT2G46430.2	0.480624
AT2G36930.1	0.518581
AT2G18590.1	0.442484
AT2G23010.1	0.50191
AT2G23010.2	0.503438
AT2G28850.1	0.491537
AT2G14288.1	0.429348
AT2G48010.1	0.50622
AT2G17060.1	0.503768
AT2G39270.1	0.493771
AT2G33330.1	0.492308
AT2G47980.1	0.491191
AT2G44850.1	0.482471
AT2G44850.2	0.475393
AT2G01180.1	0.506639
AT2G01180.2	0.513274
AT2G19000.1	0.458445
AT2G41460.1	0.519925
AT2G41460.2	0.526926
AT2G30230.1	0.47259
AT2G33770.1	0.484737
AT2G47115.1	0.444321
AT2G43890.1	0.468484
AT2G18470.1	0.516078
AT2G39020.1	0.498584
AT2G19385.1	0.524909
AT2G03890.1	0.464579
AT2G03890.2	0.469773
AT2G07696.1	0.484163
AT2G42500.1	0.490928
AT2G42500.2	0.496231
AT2G42500.3	0.477495
AT2G23985.2	0.473934
AT2G23985.1	0.470297
AT2G32240.1	0.532399
AT2G26170.1	0.511509
AT2G26170.2	0.522433
AT2G21840.1	0.489371
AT2G19810.1	0.430698
AT2G47650.2	0.501859
AT2G47650.1	0.505652
AT2G29950.1	0.536193
AT2G24210.1	0.516657
AT2G47990.1	0.466625
AT2G17033.2	0.475215
AT2G17033.1	0.476159
AT2G19510.1	0.51676
AT2G17920.1	0.499456
AT2G32670.1	0.491208
AT2G05632.1	0.337662
AT2G32180.1	0.445783
AT2G27600.1	0.496546
AT2G44050.1	0.462445
AT2G36810.1	0.467742
AT2G43500.1	0.483269
AT2G43500.2	0.483269
AT2G42210.2	0.452611
AT2G42210.1	0.454737
AT2G42210.3	0.454737
AT2G42210.4	0.454737
AT2G25670.1	0.521008
AT2G25670.2	0.521008
AT2G45640.1	0.5
AT2G45640.2	0.503371
AT2G46308.1	0.434783
AT2G39660.1	0.503804
AT2G26870.1	0.519481
AT2G31945.1	0.459364
AT2G45161.1	0.471074
AT2G36880.1	0.474315
AT2G36880.2	0.474315
AT2G35690.1	0.470352
AT2G18090.1	0.486235
AT2G02280.1	0.497674
AT2G12945.1	0.530086
AT2G35890.1	0.500642
AT2G36970.1	0.498638
AT2G27250.3	0.524476
AT2G27250.1	0.503571
AT2G27250.2	0.536496
AT2G22930.1	0.47432
AT2G04300.1	0.516268
AT2G37630.1	0.476797
AT2G38460.1	0.452866
AT2G36000.1	0.533601
AT2G36000.2	0.535714
AT2G13760.1	0.5632
AT2G28315.1	0.505859
AT2G37440.1	0.505923
AT2G37440.2	0.493289
AT2G30766.1	0.52518
AT2G30766.2	0.52518
AT2G12290.1	0.561713
AT2G27790.1	0.538997
AT2G27790.2	0.538997
AT2G17420.1	0.439046
AT2G41870.1	0.523171
AT2G20700.1	0.5154
AT2G02250.1	0.477371
AT2G18876.1	0.517483
AT2G18876.2	0.538824
AT2G30660.1	0.470848
AT2G30060.1	0.486903
AT2G24950.1	0.489846
AT2G45590.1	0.460186
AT2G27402.1	0.519481
AT2G03180.1	0.539106
AT2G35650.1	0.460384
AT2G01080.1	0.497829
AT2G36485.1	0.5
AT2G34050.1	0.497305
AT2G37180.1	0.465416
AT2G36760.1	0.479139
AT2G03822.1	0.491124
AT2G32460.1	0.51158
AT2G32460.2	0.513966
AT2G29410.1	0.458593
AT2G42030.1	0.466614
AT2G22520.1	0.526221
AT2G22520.2	0.521064
AT2G15029.1	0.515464
AT2G36790.1	0.495617
AT2G33570.1	0.518843
AT2G41590.1	0.506824
AT2G15620.1	0.474943
AT2G38840.1	0.469512
AT2G17140.1	0.453435
AT2G39230.1	0.45479
AT2G34320.1	0.455378
AT2G25850.2	0.464137
AT2G25850.4	0.464211
AT2G25850.1	0.463756
AT2G25850.3	0.463497
AT2G36920.1	0.534056
AT2G39930.1	0.484874
AT2G27720.2	0.384021
AT2G27720.3	0.387863
AT2G27720.1	0.405248
AT2G35140.1	0.494497
AT2G35140.2	0.494497
AT2G35140.3	0.494497
AT2G34710.1	0.478074
AT2G22905.1	0.494062
AT2G39740.1	0.5258
AT2G28270.1	0.516173
AT2G47310.1	0.55867
AT2G39980.1	0.481302
AT2G18500.1	0.487805
AT2G13547.1	0.466346
AT2G26230.1	0.501622
AT2G32370.1	0.506673
AT2G19530.1	0.548013
AT2G30032.1	0.495868
AT2G13540.1	0.477183
AT2G25090.1	0.512456
AT2G43580.1	0.496847
AT2G36390.1	0.476283
AT2G33160.1	0.502513
AT2G23620.1	0.486658
AT2G40010.1	0.460485
AT2G21470.2	0.49714
AT2G21470.3	0.498937
AT2G21470.1	0.500801
AT2G24710.1	0.482669
AT2G37090.1	0.520457
AT2G16890.2	0.513268
AT2G16890.1	0.551392
AT2G21190.1	0.454658
AT2G26865.1	0.525862
AT2G26790.1	0.444259
AT2G31040.1	0.506679
AT2G07728.1	0.502336
AT2G25600.1	0.472201
AT2G40650.1	0.505174
AT2G27370.1	0.511346
AT2G35612.1	0.53125
AT2G23090.1	0.530172
AT2G35470.1	0.543086
AT2G46520.1	0.470144
AT2G06005.1	0.476011
AT2G06005.2	0.477488
AT2G44581.1	0.48037
AT2G27880.1	0.485112
AT2G28590.1	0.502362
AT2G37000.1	0.5
AT2G19180.1	0.517757
AT2G15000.4	0.538206
AT2G15000.5	0.538206
AT2G15000.2	0.525952
AT2G15000.3	0.525952
AT2G15000.1	0.530686
AT2G26690.1	0.481203
AT2G24530.1	0.464315
AT2G34340.1	0.426108
AT2G42290.1	0.514979
AT2G40800.1	0.456156
AT2G14835.1	0.494645
AT2G14835.2	0.494645
AT2G46990.1	0.474187
AT2G37950.1	0.423263
AT2G15370.1	0.507827
AT2G06010.1	0.475089
AT2G17020.1	0.470498
AT2G32020.1	0.469835
AT2G02290.1	0.462389
AT2G46130.1	0.532308
AT2G46130.2	0.541516
AT2G19750.1	0.51087
AT2G33460.1	0.585075
AT2G28570.1	0.5
AT2G25680.1	0.399707
AT2G40480.1	0.491624
AT2G30695.1	0.512605
AT2G30695.2	0.512605
AT2G03350.1	0.549533
AT2G24020.1	0.512868
AT2G24020.2	0.51487
AT2G37210.2	0.476923
AT2G37210.1	0.469673
AT2G47530.1	0.58
AT2G26100.1	0.489649
AT2G32790.1	0.514178
AT2G23840.1	0.485882
AT2G44730.1	0.492819
AT2G16881.1	0.561538
AT2G17030.1	0.410172
AT2G20830.2	0.461658
AT2G20830.3	0.469148
AT2G20830.1	0.463442
AT2G39518.1	0.478846
AT2G16290.1	0.456959
AT2G34100.1	0.468538
AT2G34100.2	0.468538
AT2G40410.2	0.487928
AT2G40410.1	0.505917
AT2G18960.1	0.475923
AT2G36960.3	0.507175
AT2G36960.1	0.50696
AT2G36960.2	0.507429
AT2G36916.1	0.574468
AT2G22942.1	0.56
AT2G11626.1	0.491713
AT2G19760.1	0.503836
AT2G24200.1	0.457638
AT2G24200.2	0.457638
AT2G24200.3	0.45931
AT2G05790.1	0.506365
AT2G44590.3	0.5
AT2G44590.1	0.504479
AT2G44590.2	0.504206
AT2G41050.1	0.473357
AT2G25080.1	0.507082
AT2G41231.1	0.522581
AT2G41231.2	0.498305
AT2G34490.1	0.511037
AT2G36610.1	0.542495
AT2G37080.1	0.542072
AT2G02090.1	0.474421
AT2G44198.1	0.425532
AT2G04041.1	0.490022
AT2G30050.1	0.484513
AT2G36290.1	0.488073
AT2G23300.1	0.513164
AT2G47610.1	0.529259
AT2G33210.1	0.475185
AT2G33210.2	0.476985
AT2G24940.1	0.520134
AT2G27840.1	0.462932
AT2G27840.2	0.465804
AT2G24520.1	0.477965
AT2G01880.1	0.494908
AT2G13960.1	0.491071
AT2G13960.2	0.451895
AT2G35350.1	0.466553
AT2G25320.1	0.478772
AT2G36870.1	0.503911
AT2G36870.2	0.494361
AT2G03930.2	0.555102
AT2G32770.3	0.505818
AT2G32770.1	0.505821
AT2G32770.2	0.5039
AT2G32590.1	0.527101
AT2G35040.1	0.475924
AT2G35040.2	0.476424
AT2G20390.2	0.491603
AT2G20390.1	0.488117
AT2G02730.1	0.446731
AT2G02730.2	0.446731
AT2G37980.1	0.502092
AT2G19340.1	0.478261
AT2G19340.2	0.460348
AT2G34700.1	0.546845
AT2G22250.2	0.477161
AT2G22250.3	0.477161
AT2G22250.1	0.470359
AT2G20160.1	0.513393
AT2G31510.1	0.46734
AT2G07505.1	0.395785
AT2G31470.1	0.476273
AT2G31620.1	0.51114
AT2G03140.2	0.483265
AT2G03140.1	0.483578
AT2G16120.1	0.457871
AT2G32010.1	0.520787
AT2G32010.2	0.520787
AT2G29490.1	0.5
AT2G35660.1	0.497338
AT2G35660.2	0.508736
AT2G35660.3	0.508736
AT2G13550.1	0.707948
AT2G31820.1	0.485383
AT2G42530.1	0.505938
AT2G13820.1	0.421782
AT2G13820.2	0.415584
AT2G48130.1	0.559415
AT2G23230.1	0.477423
AT2G26210.1	0.522887
AT2G26210.2	0.52505
AT2G26210.3	0.52505
AT2G23050.1	0.504511
AT2G46090.1	0.472477
AT2G06510.1	0.504171
AT2G06510.2	0.505138
AT2G40850.1	0.503867
AT2G30140.1	0.484226
AT2G30140.2	0.483824
AT2G33370.1	0.466507
AT2G05060.1	0.468717
AT2G33350.1	0.541531
AT2G33350.2	0.541224
AT2G42920.1	0.426866
AT2G36800.1	0.490897
AT2G35340.1	0.499681
AT2G19360.1	0.517241
AT2G20310.1	0.509317
AT2G18190.1	0.471622
AT2G11773.1	0.504854
AT2G20870.1	0.547847
AT2G43540.1	0.479208
AT2G13810.1	0.489019
AT2G42410.1	0.54375
AT2G24270.4	0.482415
AT2G24270.1	0.482503
AT2G24270.2	0.482503
AT2G24270.3	0.482503
AT2G13295.1	0.465875
AT2G33190.1	0.455507
AT2G13370.1	0.504642
AT2G34180.1	0.483378
AT2G36770.1	0.485868
AT2G05400.1	0.510345
AT2G05400.2	0.510345
AT2G13980.1	0.48728
AT2G47160.2	0.485584
AT2G47160.1	0.487678
AT2G42840.1	0.570961
AT2G42975.1	0.52415
AT2G46240.1	0.535018
AT2G42930.1	0.5675
AT2G47410.1	0.492541
AT2G47410.2	0.492645
AT2G34540.2	0.540603
AT2G34540.1	0.535142
AT2G34270.1	0.484821
AT2G45190.1	0.556204
AT2G38750.1	0.505759
AT2G01630.1	0.540973
AT2G01630.2	0.546541
AT2G01580.1	0.455342
AT2G46880.1	0.493755
AT2G46880.2	0.499489
AT2G05830.1	0.484821
AT2G05830.4	0.484725
AT2G05830.2	0.484631
AT2G05830.3	0.484631
AT2G20400.1	0.528175
AT2G37570.1	0.47973
AT2G37570.2	0.50333
AT2G28180.1	0.477747
AT2G27470.1	0.486027
AT2G43070.1	0.437577
AT2G47550.1	0.505959
AT2G46375.1	0.47139
AT2G06555.1	0.498947
AT2G06555.2	0.532143
AT2G44890.1	0.496365
AT2G44890.2	0.492891
AT2G43460.1	0.541463
AT2G18490.1	0.537949
